punk_id,current_owner,last_transfer_time
96,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:21:47.000 UTC
97,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:20:55.000 UTC
98,0x4bccc87fb4761ebc153a6efe13e3837d0848d2f5,2023-08-23 23:14:11.000 UTC
99,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:20:04.000 UTC
100,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:19:28.000 UTC
101,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:18:58.000 UTC
102,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:01:07.000 UTC
103,0x89621b037cdaf3629ab9aa6079fc0bd77dab46fe,2021-03-07 22:55:22.000 UTC
104,0x8088d74111a2368f5b7f0064a581d3bb72e6527e,2022-03-15 21:05:00.000 UTC
105,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:18:27.000 UTC
106,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:17:56.000 UTC
107,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:17:23.000 UTC
108,0xa1afd5759dd152a487f29d20074724ce2750a6ba,2023-02-02 04:59:23.000 UTC
109,0xeee5eb24e7a0ea53b75a1b9ad72e7d20562f4283,2021-03-07 01:04:27.000 UTC
110,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:16:27.000 UTC
111,0x0871deb34bfd2052b1c10dc4f6c0912a2a47e927,2023-09-12 20:07:23.000 UTC
112,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:15:48.000 UTC
113,0x8088d74111a2368f5b7f0064a581d3bb72e6527e,2022-03-15 21:07:38.000 UTC
114,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:15:26.000 UTC
115,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:14:28.000 UTC
116,0x9ef55a3cb657fe780cf78e1a07aa1b3cbf28c314,2021-05-15 09:03:46.000 UTC
117,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 05:15:00.000 UTC
118,0x3945476e477de76d53b4833a46c806ef3d72b21e,2021-03-06 22:26:13.000 UTC
119,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:01:28.000 UTC
120,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:13:53.000 UTC
121,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:13:26.000 UTC
122,0x78e96be52e38b3fc3445a2ed34a6e586ffab9631,2021-03-07 01:07:36.000 UTC
123,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:12:39.000 UTC
124,0xbb17ae1a41a069abc727867392760e9f15e2fbdd,2022-01-15 11:48:54.000 UTC
125,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:12:11.000 UTC
126,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:11:45.000 UTC
127,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:49:16.000 UTC
128,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:10:38.000 UTC
129,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:09:31.000 UTC
130,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:08:47.000 UTC
131,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:08:24.000 UTC
132,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:07:30.000 UTC
133,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:06:18.000 UTC
134,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:05:35.000 UTC
135,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:05:15.000 UTC
136,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 20:39:40.000 UTC
137,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:04:34.000 UTC
138,0x22fa8cc33a42320385cbd3690ed60a021891cb32,2021-04-30 05:22:09.000 UTC
139,0xc47af8f0aeaadba922afa60c3018427a9a100a03,2023-05-21 18:33:23.000 UTC
140,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:04:01.000 UTC
141,0x0232d1083e970f0c78f56202b9a666b526fa379f,2023-08-03 05:23:35.000 UTC
142,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:02:30.000 UTC
143,0x3496f3600070cc01d9665d1057f6f39afc0fe149,2022-04-20 06:09:42.000 UTC
144,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:02:53.000 UTC
145,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:03:37.000 UTC
146,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:03:36.000 UTC
147,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:04:40.000 UTC
148,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:03:11.000 UTC
149,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:05:38.000 UTC
150,0x7af6ecd8c7bfe0039acaddd76cbb99b11afe426b,2021-10-08 16:36:00.000 UTC
151,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:06:30.000 UTC
152,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 20:43:01.000 UTC
153,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:07:20.000 UTC
154,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:02:32.000 UTC
155,0xca5e7f4cfef8220ff41a125efac21b5c6a404cc0,2021-03-14 14:43:25.000 UTC
156,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:07:58.000 UTC
157,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:09:20.000 UTC
158,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:10:35.000 UTC
159,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:11:05.000 UTC
160,0xc352b534e8b987e036a93539fd6897f53488e56a,2017-06-23 14:03:15.000 UTC
161,0xc47af8f0aeaadba922afa60c3018427a9a100a03,2023-05-21 18:37:47.000 UTC
162,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:11:27.000 UTC
163,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:12:50.000 UTC
164,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:01:48.000 UTC
165,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:13:31.000 UTC
166,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:14:01.000 UTC
167,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:48:54.000 UTC
168,0xc352b534e8b987e036a93539fd6897f53488e56a,2017-06-23 14:03:15.000 UTC
169,0x3924b7681c6110fcd3628164388c3307f79d1059,2022-03-25 13:48:12.000 UTC
170,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:15:04.000 UTC
171,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:15:45.000 UTC
172,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 04:00:55.000 UTC
173,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,2021-08-25 03:33:23.000 UTC
174,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:16:02.000 UTC
175,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:18:49.000 UTC
176,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:59:53.000 UTC
177,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:20:05.000 UTC
178,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:59:02.000 UTC
179,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:20:56.000 UTC
180,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 19:51:06.000 UTC
181,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:58:27.000 UTC
182,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:57:31.000 UTC
183,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:56:28.000 UTC
184,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:55:49.000 UTC
185,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:55:14.000 UTC
186,0x06e13bd0a3cba08e61028f2326b9ea2ca2539900,2023-01-07 19:52:47.000 UTC
187,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:54:56.000 UTC
188,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:22:43.000 UTC
189,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:46:34.000 UTC
190,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:54:27.000 UTC
191,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:54:02.000 UTC
192,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:45:40.000 UTC
193,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:44:14.000 UTC
194,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:22:57.000 UTC
195,0xc352b534e8b987e036a93539fd6897f53488e56a,2017-06-23 14:03:15.000 UTC
196,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:53:25.000 UTC
197,0x4c6b83ca1c59781fab57790a46281bbd93e539fe,2021-12-29 16:25:24.000 UTC
198,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:52:44.000 UTC
199,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:51:48.000 UTC
200,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:51:37.000 UTC
201,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:43:57.000 UTC
202,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:42:04.000 UTC
203,0xa201d0aea4ba83e3e8cb0449cd0ea50ca978c709,2021-03-07 00:32:59.000 UTC
204,0x690892db2fa439a703115d36e4205088e0c55d1a,2022-02-17 05:05:26.000 UTC
205,0x2be665ee27096344b8f015b1952d3dfdb4db4691,2023-01-26 04:05:47.000 UTC
206,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:41:22.000 UTC
207,0x41fcf474a454f858469a4075b8bab905cdee8c89,2018-12-13 22:43:23.000 UTC
208,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:24:33.000 UTC
209,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:40:36.000 UTC
210,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:50:51.000 UTC
211,0x36ed2d75a82e180e0871456b15c239b73b4ee9f4,2021-07-22 20:51:12.000 UTC
212,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:49:58.000 UTC
213,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:49:24.000 UTC
214,0x15e6518dbb6a8cd58a17adcb1cf05ab9cb5279c7,2023-03-11 16:51:35.000 UTC
215,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:49:02.000 UTC
216,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:48:36.000 UTC
217,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:24:51.000 UTC
218,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:41:46.000 UTC
219,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:48:10.000 UTC
220,0x1915d20497269b19952ebdf5e020e73e34b66004,2022-05-06 09:28:17.000 UTC
221,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:42:24.000 UTC
222,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 19:37:13.000 UTC
223,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:40:13.000 UTC
224,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:43:06.000 UTC
225,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:47:36.000 UTC
226,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:46:50.000 UTC
227,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:46:12.000 UTC
228,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:25:21.000 UTC
229,0x6639c089adfba8bb9968da643c6be208a70d6daa,2021-10-04 00:28:24.000 UTC
230,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:26:01.000 UTC
231,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:45:51.000 UTC
232,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:39:23.000 UTC
233,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:38:35.000 UTC
234,0x629d6688dd4546da8935ee1602be62d92b3c5a7c,2023-04-13 19:42:59.000 UTC
235,0x1365d2e329df3785e37ffd88edd934033e8ffdcc,2023-07-22 22:34:35.000 UTC
236,0x47398f188d7d6044a9285b99de908e2695e8992c,2021-03-06 23:32:30.000 UTC
237,0x55cf34223929a9d893c1ea402735a3a6fc6e5f74,2021-03-06 23:31:43.000 UTC
238,0xee269a7968a99b80d354216550c7012fa13076da,2021-03-07 00:42:30.000 UTC
239,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,2021-08-28 20:52:04.000 UTC
240,0x31231c1d15d33aae238b1f06c2fda76bdcbb09e4,2021-10-12 15:38:26.000 UTC
241,0x31a5ff62a1b2c0f030aee1661eab6513ae676e23,2021-08-07 19:46:35.000 UTC
242,0x3fb53766072d62db92ed857bbc560a1f63f1101a,2021-03-07 23:12:15.000 UTC
243,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:44:58.000 UTC
244,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:37:22.000 UTC
245,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:44:21.000 UTC
246,0x1cf2b8c64aed32bff2ae80e701681316d3212afd,2022-04-24 11:31:41.000 UTC
247,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:35:43.000 UTC
248,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:26:41.000 UTC
249,0x69021ae8769586d56791d29615959997c2012b99,2021-04-25 05:15:38.000 UTC
250,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:35:06.000 UTC
251,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:33:49.000 UTC
252,0x4deb2291111ed38cfb21bad2cc3785b07341fb90,2021-12-10 19:28:30.000 UTC
253,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:43:38.000 UTC
254,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:42:47.000 UTC
255,0xee269a7968a99b80d354216550c7012fa13076da,2021-03-07 00:39:15.000 UTC
256,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:43:32.000 UTC
257,0xe3c1650309e2cfa38f07c72b676c49a824cced83,2022-03-20 18:43:52.000 UTC
258,0x04d7c2ee4cdbac9a0fc46d3e35e79aba5cca471d,2022-11-26 19:23:11.000 UTC
259,0x1c0c4ea02e8096b0df1c0b37e81edb2eaecc655c,2022-04-15 02:56:32.000 UTC
260,0x5cb82c7811204b0f05595d2e010b2f701f205b4e,2022-03-28 22:17:08.000 UTC
261,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:41:15.000 UTC
262,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:40:39.000 UTC
263,0x7131a7c897b3501d6329f93a098aeaa6cef21647,2021-03-21 20:06:50.000 UTC
264,0xc352b534e8b987e036a93539fd6897f53488e56a,2017-06-23 14:12:10.000 UTC
265,0xf68e4d63c8ea83083d1cb9858210cf2b03d8266b,2022-04-14 16:50:15.000 UTC
266,0x004aa3b4c6807c379e03b0902357580558254e9b,2021-03-06 23:36:36.000 UTC
267,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:33:17.000 UTC
268,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:40:26.000 UTC
269,0x0aa6489745c557f798596a0e0572f204d0048e93,2018-12-13 22:48:31.000 UTC
270,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:31:41.000 UTC
271,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:39:16.000 UTC
272,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:38:46.000 UTC
273,0x94aff46a5c4da2e5920c945fc76eb786330579ef,2023-07-22 19:13:35.000 UTC
274,0xb88f61e6fbda83fbfffabe364112137480398018,2021-02-05 21:44:54.000 UTC
275,0x4d8e16a70f38414f33e8578913eef6a0e4a633b5,2021-03-19 03:31:37.000 UTC
276,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:37:54.000 UTC
277,0xa858ddc0445d8131dac4d1de01f834ffcba52ef1,2022-03-17 03:37:21.000 UTC
